,2020,2019,2018,2017,2016,2015,2021,2014,2008,2009,2010,2011,2006,2007,2012,2013,2001,1999,2000,2004,2005,2002,2003
ROC___LWDB.L,,4.180829888225387,-0.9009528877654532,1.7163749031758326,3.0771451335404088,,,,,,,,,,,,,,,,,,
ROC___RCP.L,,3.8441955193482684,0.37490664675130697,-30.875,-5.5671406003159545,,,,,,,,,,,,,,,,,,
ROC___MFG.AX,2.1457590207637143,3.6753094377611832,3.0012224991313823,2.630664915987937,,,,,,,,,,,,,,,,,,,
ROC___III.L,0.4903846153846154,2.4748490945674044,3.0820021299254527,3.4660529344073647,,,,,,,,,,,,,,,,,,,
ROC___MLT.AX,1.903026718240472,2.4593522430094548,1.7001593685967975,1.7164539122421878,,,,,,,,,,,,,,,,,,,
ROC___PTM.AX,2.5819365301520656,2.255367686527107,2.5310025910464953,2.3292593307249865,,,,,,,,,,,,,,,,,,,
ROC___ARG.AX,2.0562542378753457,2.095152423788106,1.408549989561202,1.60649215115015,,,,,,,,,,,,,,,,,,,
ROC___OCG,,1.6212895374822496,2.906244756082944,,,,,,,,,,,,,,,,,,,,
ROC___NGI.AX,0.9151826894513844,1.4666693715259465,1.6126574135926173,1.7482341217503443,,,,,,,,,,,,,,,,,,,
ROC___ARNA,-0.7658762072308192,1.3439328734824585,-0.6270518438230441,-0.6691539375282327,,,,,,,,,,,,,,,,,,,
ROC___APD.AX,,1.2677606563938364,0.7817956826619001,1.929321334833146,0.18722845844195,,,,,,,,,,,,,,,,,,
ROC___ALNU.ME,0.7078664887846619,1.2279756157989141,1.4812525741814944,2.9292851076241875,,,,,,,,,,,,,,,,,,,
ROC___NVEC,0.8868801239076941,1.1581144621639416,1.117172824123283,0.9825098664497679,,,,,,,,,,,,,,,,,,,
ROC___CARERATING.NS,0.4586184922657914,1.1268523338510426,1.2132825452104947,0.8060671398529252,,,,,,,,,,,,,,,,,,,
ROC___UG,0.6922088549285831,0.9806451272879634,1.0009697840337957,0.9208692337876988,,,,,,,,,,,,,,,,,,,
ROC___SOM.L,0.7878787878787878,0.9648893725063474,1.1389029865313294,1.1945142427729376,,,,,,,,,,,,,,,,,,,
ROC___SUNTV.NS,0.7066525115941219,0.9294584236596528,0.9241070237682396,1.0017177824989558,,,,,,,,,,,,,,,,,,,
ROC___ASM.AS,0.7650525551197908,0.9047677906426036,0.3565052958412649,0.1694368563132953,,,,,,,,,,,,,,,,,,,
ROC___SSL.AX,0.4305044529347665,0.8693734008733945,0.4173761479342245,0.41218855455215536,,,,,,,,,,,,,,,,,,,
ROC___CORT,0.5891757871830989,0.8175874408910931,0.8865291081811968,1.1111695082725421,,,,,,,,,,,,,,,,,,,
ROC___ASW.AX,0.8522379223129803,0.8001058601311307,0.9109433782798088,1.0383565772137882,,,,,,,,,,,,,,,,,,,
ROC___PXT.TO,0.28201062791620823,0.7779547033274047,0.8899868699843206,0.4222266055950696,,,,,,,,,,,,,,,,,,,
ROC___EX9.DE,0.16691201667343875,0.77310510847388,1.0372529788708815,0.845170149223537,,,,,,,,,,,,,,,,,,,
ROC___EXEL,0.16691201667343875,0.77310510847388,1.0372529788708815,0.845170149223537,,,,,,,,,,,,,,,,,,,
ROC___ITC.NS,0.6569824082151381,0.7694258123685015,0.7923540677933091,0.7503428311023936,,,,,,,,,,,,,,,,,,,
ROC___GNTX,0.6303804068428022,0.765225454813433,0.8610523485703476,0.7302354669509485,,,,,,,,,,,,,,,,,,,
ROC___HAPP,0.425533113752848,0.7547132058458463,0.9262643676096356,1.5137031887082364,,,,,,,,,,,,,,,,,,,
ROC___MML.AX,0.6157250944768022,0.7511161923100066,-0.6490408041724567,-0.3952725961380848,,,,,,,,,,,,,,,,,,,
ROC___PETS,0.4761297264063941,0.6843583492044671,0.8999283661439409,0.800970147659038,,,,,,,,,,,,,,,,,,,
ROC___IEHC,0.25091096975150146,0.6764738072557342,0.5172425201085903,0.3777111248576925,,,,,,,,,,,,,,,,,,,
ROC___OPNT,-0.08436205510129262,0.629696860171264,,0.4902164317638478,,,,,,,,,,,,,,,,,,,
ROC___KLS.TO,,0.6258579836786572,0.10426190247791182,-1.5624673644130609,-0.6026849984465631,,,,,,,,,,,,,,,,,,
ROC___KIQ,,0.6258579836786572,0.10426190247791182,-1.5624673644130609,-0.6026849984465631,,,,,,,,,,,,,,,,,,
ROC___NMDC.NS,0.4893164032612521,0.6062139874910396,0.5278955823904734,0.35793047811827944,,,,,,,,,,,,,,,,,,,
ROC___REC.L,0.6011485451761103,0.6049174029965424,0.5985988376721598,0.4245148558272119,,,,,,,,,,,,,,,,,,,
ROC___CVG.TO,0.3432189169886329,0.6045759398070145,1.029286355475763,0.7059370912378963,,,,,,,,,,,,,,,,,,,
ROC___GANDHITUBE.NS,0.3445798814665113,0.6008687658272118,0.6913238127410619,0.5133657810057594,,,,,,,,,,,,,,,,,,,
ROC___UTMD,0.3927962519879078,0.5677701637551072,0.566316172237205,0.6857677970069693,,,,,,,,,,,,,,,,,,,
ROC___ARSA.ME,,0.5676128045110154,0.027585592099724145,0.08880708387225153,,,,,,,,,,,,,,,,,,,
ROC___SOI,-0.06470009643819465,0.5266282682576661,0.5806630835901725,0.23792022583128644,,,,,,,,,,,,,,,,,,,
ROC___URKZ.ME,0.1289788485537007,0.5136970152912054,0.4106524945549128,0.012213551849859054,,,,,,,,,,,,,,,,,,,
ROC___FONR,0.2079213384459156,0.5031390110064966,0.5706385659465026,0.6864129747037067,,,,,,,,,,,,,,,,,,,
ROC___ECLERX.NS,0.4423714709116779,0.4829109965808298,0.6783007118478583,0.8842108816768244,,,,,,,,,,,,,,,,,,,
ROC___CUPID.NS,0.9829407162084356,0.481099166158754,0.7418879866873686,1.1685060218810337,,,,,,,,,,,,,,,,,,,
ROC___SFR.AX,0.32070749507080465,0.4750853710425788,0.6037146559457753,0.4552262730409815,,,,,,,,,,,,,,,,,,,
ROC___TVTODAY.NS,0.486674194932011,0.470055332216015,0.7815619505254237,0.5330208460856662,,,,,,,,,,,,,,,,,,,
ROC___RAVN,0.3735247573833629,0.4688796842183196,0.5216164308391801,0.2843170724955942,,,,,,,,,,,,,,,,,,,
ROC___MPSLTD.NS,0.4410682742862674,0.466409184894696,0.4155473642480809,0.5767283659471579,,,,,,,,,,,,,,,,,,,
ROC___CODA,0.18469349525011716,0.4615215663595323,0.32898306820310885,0.4669305093580138,,,,,,,,,,,,,,,,,,,
ROC___SREEL.NS,0.4922329224125033,0.455435072888227,0.34829958321779664,0.2359639311420216,,,,,,,,,,,,,,,,,,,
ROC___SANDESH.NS,0.3110008302426604,0.4546992607202904,0.6556456673473952,0.7427079999960289,,,,,,,,,,,,,,,,,,,
ROC___SPSY.L,,0.4461608276395868,0.4556016902796501,0.3918632983645187,0.15607631251820392,,,,,,,,,,,,,,,,,,
ROC___KOGK.ME,0.2720673809127809,0.4388952624070005,0.01958802005448692,0.3438810212902228,,,,,,,,,,,,,,,,,,,
ROC___ECL.AX,0.2547941132748625,0.4387304839279407,0.3127321850726106,0.2984777504472272,,,,,,,,,,,,,,,,,,,
ROC___DSNY,0.16887594747288934,0.4356859246237873,0.6020971702025422,0.31546931196269323,,,,,,,,,,,,,,,,,,,
ROC___UNITEDTEA.NS,0.3793278443907501,0.4163151786219781,0.5288711386086551,0.4560943999854992,,,,,,,,,,,,,,,,,,,
ROC___ISNS,0.10971758549129296,0.41368409167889797,0.5495594713656388,0.9476357952325128,,,,,,,,,,,,,,,,,,,
ROC___ZTO,0.2933123107444147,0.4078276819120401,0.3448082015556481,0.5098232269343662,,,,,,,,,,,,,,,,,,,
ROC___TARO,0.32789926874878633,0.4016281237857379,0.3269928293962579,0.5232664659833685,,,,,,,,,,,,,,,,,,,
ROC___GMAB,0.6933347926015103,0.3926471682667262,0.3859600055936233,0.4674845070436992,,,,,,,,,,,,,,,,,,,
ROC___SUNDARMHLD.NS,0.2858817694400353,0.3917002581811387,0.23121387283236994,,,,,,,,,,,,,,,,,,,,
ROC___NOBH,0.31957236987002,0.3871736985285178,0.2668505223036209,0.21400504562440986,,,,,,,,,,,,,,,,,,,
ROC___SDI.AX,0.1967111507098724,0.3824745547073791,0.34570438426821404,0.38727367870225016,,,,,,,,,,,,,,,,,,,
ROC___EPM,0.0841520218885448,0.3801075607217254,0.3643577336343719,0.3029607742193686,,,,,,,,,,,,,,,,,,,
ROC___UPRO.ME,0.3183776133649845,0.3737729888900442,0.3464250689438605,0.3508637904390692,,,,,,,,,,,,,,,,,,,
ROC___PRESSMN.NS,0.3358074135341619,0.368033851581688,0.4472151228385255,1.1006112199743054,,,,,,,,,,,,,,,,,,,
ROC___KRKN.ME,,0.3649751041021458,0.3172969259099435,0.2705103028017731,0.2866967103277116,,,,,,,,,,,,,,,,,,
ROC___GOLDIAM.NS,0.2682095531037954,0.3647696425700152,0.16717785675319996,0.2085054135506195,,,,,,,,,,,,,,,,,,,
ROC___MOIL.NS,0.126122280075405,0.3587273296242564,0.35021563991091736,0.19719966713899248,,,,,,,,,,,,,,,,,,,
ROC___PFHO,,0.35202690442776546,0.46912842721764103,0.5040376748083325,0.3382880355832578,,,,,,,,,,,,,,,,,,
ROC___UOS.AX,0.2826736506675208,0.3509717681961512,0.36106831423767255,0.4360674799824746,,,,,,,,,,,,,,,,,,,
ROC___NAHARPOLY.NS,0.7343657836080756,0.3493606231527169,0.1934978816005263,0.2661910184816761,,,,,,,,,,,,,,,,,,,
ROC___SVM,0.2285211509774486,0.3355589889376429,0.3443223257184069,0.3949180883780213,,,,,,,,,,,,,,,,,,,
ROC___PRKA,0.4401460660586577,0.3293158814702521,0.3808139258605756,0.4502817196574744,,,,,,,,,,,,,,,,,,,
ROC___SDSD.OL,-1.9447021307435859,0.32452701551048235,-0.13303089749877392,-0.4628085527945183,,,,,,,,,,,,,,,,,,,
ROC___FLMN,0.07429576809219712,0.3243408389600073,0.5523891956163474,0.27070409787363736,,,,,,,,,,,,,,,,,,,
ROC___SBM.AX,0.1935090025210716,0.32259837976836025,0.7924808531683365,0.9238308094505916,,,,,,,,,,,,,,,,,,,
ROC___LNZL.ME,,0.32096199524940616,0.18849805783340529,0.030303030303030307,0.6031688217082498,,,,,,,,,,,,,,,,,,
ROC___ACIU,,0.3164911383049788,-0.5410274608287383,-0.3690894352877601,-0.1431426772170961,,,,,,,,,,,,,,,,,,
ROC___GMDCLTD.NS,0.06250682536789179,0.31430459277600564,0.3098457354066032,0.2123511130554188,,,,,,,,,,,,,,,,,,,
ROC___CIX,0.20192061240879652,0.3125342768686422,0.3772398017537171,0.3948681397006415,,,,,,,,,,,,,,,,,,,
ROC___NOAH,0.4641495279673404,0.3114949128266967,0.4801064134907185,0.6176461002959326,,,,,,,,,,,,,,,,,,,
ROC___BNTC,-1.5860946178892932,0.3114862827856497,-1.2731558365029196,-0.5043292058467554,,,,,,,,,,,,,,,,,,,
ROC___MPAD,0.10995703217511926,0.30537969087114913,0.10621404844851333,0.13700389604829388,,,,,,,,,,,,,,,,,,,
ROC___IRMD,0.06107754089240884,0.2975994516194509,0.2878004325704588,0.07811963643679805,,,,,,,,,,,,,,,,,,,
ROC___CEY.L,,0.2965580899605173,0.3026829320225574,0.35945715514192594,0.3730859619803635,,,,,,,,,,,,,,,,,,
ROC___CEE.TO,,0.2965580899605173,0.3026829320225574,0.35945715514192594,0.3730859619803635,,,,,,,,,,,,,,,,,,
ROC___ABBY.L,0.1746723267785415,0.28799929449763273,0.34652299864495834,0.4040965075750304,,,,,,,,,,,,,,,,,,,
ROC___DOY.IR,0.1746723267785415,0.28799929449763273,0.34652299864495834,0.4040965075750304,,,,,,,,,,,,,,,,,,,
ROC___ECO.L,-2.0374339795546934,0.2831643068202208,-1.0590390768820341,-1.0197214848292742,,,,,,,,,,,,,,,,,,,
ROC___WPK.TO,0.240426082739094,0.2830005825733621,0.3054573644971784,0.36205551747541015,,,,,,,,,,,,,,,,,,,
ROC___QUICKHEAL.NS,0.2405658589693677,0.281932295287834,0.2714939228189285,0.1937923801279651,,,,,,,,,,,,,,,,,,,
ROC___SNGS.ME,,0.2780410247573994,0.3161268347061373,0.23042679081297135,0.2702916500571574,,,,,,,,,,,,,,,,,,
ROC___GPPL.NS,0.3001987274083841,0.27355352578397146,0.27516665710458005,0.3297364339479497,,,,,,,,,,,,,,,,,,,
ROC___SMJ.L,0.11726853630426433,0.26722540802823114,0.19962169533277613,0.20406103195247893,,,,,,,,,,,,,,,,,,,
ROC___JCTCF,0.3900452200950724,0.26722114896455285,0.3987025907628468,0.4514984781165088,,,,,,,,,,,,,,,,,,,
ROC___CHHE,0.26152148986519663,0.2653230447558935,-0.029325530327754062,-0.010802722454497404,,,,,,,,,,,,,,,,,,,
ROC___ARA.AX,-0.32701620804523696,0.25760969824746344,1.7599863142588317,0.35701747386898586,,,,,,,,,,,,,,,,,,,
ROC___ANIK,0.012659767576772648,0.2571072011409921,0.2274449168921531,0.36665771317005896,,,,,,,,,,,,,,,,,,,
ROC___ABCA.PA,,0.2558992228719609,0.2634051246559723,0.2368200347709107,0.38625285408651255,,,,,,,,,,,,,,,,,,
ROC___JRSH,0.27648363920568536,0.2533285218035065,0.7455699480069979,0.9933515331576986,,,,,,,,,,,,,,,,,,,
ROC___CBPO,,0.2404033817911412,0.2075674184537692,0.4119410832868925,0.664840719401356,,,,,,,,,,,,,,,,,,
ROC___ZYT.L,0.036352324237845526,0.2383369978013192,0.32154365803470897,0.4210567150283187,,,,,,,,,,,,,,,,,,,
ROC___SELAN.NS,0.17431899017985492,0.22889902465199966,0.1458094629968611,0.04066396995528335,,,,,,,,,,,,,,,,,,,
ROC___ENW.L,,0.22541434914044034,0.4969729214060322,0.2162412805935245,0.10184773918450743,,,,,,,,,,,,,,,,,,
ROC___IVC.NS,-0.07222267165916703,0.2245269263206483,0.2432005530016597,0.08709408515652263,,,,,,,,,,,,,,,,,,,
ROC___DVL.NS,0.07793594634790722,0.22345060216494605,0.15857695665643395,0.08241031508394395,,,,,,,,,,,,,,,,,,,
ROC___SILC,0.1307951950759456,0.2233033059296834,0.4605212791871106,0.3830375407751424,,,,,,,,,,,,,,,,,,,
ROC___CGS.L,0.1846335872217703,0.22106335006182268,0.1816939680980088,0.2477354386915337,,,,,,,,,,,,,,,,,,,
ROC___FRD,-0.07491962431856647,0.21957806314738168,0.1638392920298073,-0.14454467435807505,,,,,,,,,,,,,,,,,,,
ROC___PFIE,-0.17357027057638852,0.21445777330532653,0.4459118243028816,0.4027342083299328,,,,,,,,,,,,,,,,,,,
ROC___PSB,0.18640056730155366,0.19087598776890746,0.1831364168908104,0.1828788770832049,,,,,,,,,,,,,,,,,,,
ROC___ENTA,-0.19444029362870535,0.18831984334872848,0.4739414816841857,0.21890202146865526,,,,,,,,,,,,,,,,,,,
ROC___AMJLAND.NS,0.04582975168323832,0.188038298267902,0.12364838219000583,0.20129921325684907,,,,,,,,,,,,,,,,,,,
ROC___UHR.SW,0.017235056839017236,0.18043785310734464,0.21303395399780944,0.17915251206865726,,,,,,,,,,,,,,,,,,,
ROC___WIRE,0.2236065430942476,0.17724479972643506,0.26738391800333994,0.23997245341319426,,,,,,,,,,,,,,,,,,,
ROC___WONDERLA.NS,0.13817396130754064,0.17674268865579978,0.1348601672741757,0.11310233399430868,,,,,,,,,,,,,,,,,,,
ROC___RSKIA,0.19415454285193764,0.1708615432322084,0.13608934276274473,0.1529751271128212,,,,,,,,,,,,,,,,,,,
ROC___TAYD,0.17249627919297972,0.170521818435021,0.040073999465686606,0.1862241483089777,,,,,,,,,,,,,,,,,,,
ROC___APEI,,0.1646700325635587,0.24285864867713716,0.3040928934991832,0.4574692139217985,,,,,,,,,,,,,,,,,,
ROC___DPAM.PA,,0.15987718018513825,0.1407906559138061,0.213313237776382,0.236932470497572,,,,,,,,,,,,,,,,,,
ROC___POWI,0.1971143292192693,0.15576261379604314,0.2795096726881861,0.271113013537541,,,,,,,,,,,,,,,,,,,
ROC___VNDA,0.15225654268817565,0.14731573423750707,0.17353333280113678,-0.3225763358778626,,,,,,,,,,,,,,,,,,,
ROC___IMMOU.BR,0.13976846222974046,0.14583112055231015,0.1470276008492569,0.15090500160651174,,,,,,,,,,,,,,,,,,,
ROC___BSD.L,,0.13593152315808033,0.11728826063472407,0.011068312817731364,-0.0006221921740962291,,,,,,,,,,,,,,,,,,
ROC___CWCO,,0.13493388823181934,0.1345988829985806,0.09616170389294887,0.10305061457078736,,,,,,,,,,,,,,,,,,
ROC___BHAGYAPROP.NS,0.2524471918929611,0.13071453044663514,0.0014270811785721494,0.02755991755117184,,,,,,,,,,,,,,,,,,,
ROC___HTG.L,-0.09711955136375224,0.1282051282051282,0.17148248614223374,-0.046632124352331605,,,,,,,,,,,,,,,,,,,
ROC___IGO.AX,0.18960327047300155,0.12212227190612145,0.09717227504749801,0.030159832681616407,,,,,,,,,,,,,,,,,,,
ROC___HBSL.NS,0.026210260140554525,0.1167872821218896,-0.005357624801316977,0.4643248557033587,,,,,,,,,,,,,,,,,,,
ROC___TAIT,,0.11070578905630453,0.2272945699183085,0.13229637063054026,-0.4702030124426981,,,,,,,,,,,,,,,,,,
ROC___IHR.L,,0.11016301292861158,0.12562788851528606,0.06279157257210184,,,,,,,,,,,,,,,,,,,
ROC___SY,,0.108853641995049,0.10032178106636938,0.12006109239011856,-1.7023914563017797,,,,,,,,,,,,,,,,,,
ROC___PSK.TO,0.04121657052962769,0.10822954822954824,0.0959673302705462,0.12003307655481567,,,,,,,,,,,,,,,,,,,
ROC___LOVABLE.NS,0.08077212817247283,0.1049857171782544,0.10727472286749068,0.24792745464483826,,,,,,,,,,,,,,,,,,,
ROC___YEW.L,,0.09781446801784267,0.03045449922536225,,,,,,,,,,,,,,,,,,,,
ROC___YEW.IR,,0.09781446801784267,0.03045449922536225,,,,,,,,,,,,,,,,,,,,
ROC___PCTI,0.10218138375540184,0.09063568010936432,-0.1410774462115552,0.04919103037184218,,,,,,,,,,,,,,,,,,,
ROC___DIOD.ME,,0.08180670380977244,0.12295758443068493,-0.015776318339570466,0.07893936100847641,,,,,,,,,,,,,,,,,,
ROC___NAHARCAP.NS,0.06941589701386038,0.0762422225818958,0.09316246048387956,1.0904032876117142,,,,,,,,,,,,,,,,,,,
ROC___ITXT.PA,,0.0721331689272503,0.0658853341780171,0.0574826560951437,0.06709677419354837,,,,,,,,,,,,,,,,,,
ROC___RUSI.ME,,0.06585556423708003,-0.05252714789550937,-0.15036857593184408,0.02502771732903129,,,,,,,,,,,,,,,,,,
ROC___GANGESSECU.NS,0.08792123523672414,0.059508096516862036,0.4251290573509653,0.2920087965287477,,,,,,,,,,,,,,,,,,,
ROC___PINE,0.020859804691884608,0.051668874738236684,0.07140033965043763,0.05783959772151988,,,,,,,,,,,,,,,,,,,
ROC___PALASHSECU.NS,-0.011857062566854615,0.050440561925007316,0.6741404851552373,1.18285067228999,,,,,,,,,,,,,,,,,,,
ROC___COMPUSOFT.NS,-0.03786785714285714,0.04921583918204662,0.0631832659034174,0.04296675191815857,,,,,,,,,,,,,,,,,,,
ROC___B8A.DE,,0.048301949103540166,0.07001946528341887,-0.010825827807264158,0.08024101084099504,,,,,,,,,,,,,,,,,,
ROC___KRP,0.003024002671389233,0.04763707708620349,0.05139414758806282,0.014000732015978037,,,,,,,,,,,,,,,,,,,
ROC___HBRN.L,0.06106513416172898,0.0473754726035567,0.038674484461225685,0.03592796043486282,,,,,,,,,,,,,,,,,,,
ROC___HBRN.IR,0.06106513416172898,0.0473754726035567,0.038674484461225685,0.03592796043486282,,,,,,,,,,,,,,,,,,,
ROC___REX,-0.03232657814603041,0.046446688919167665,0.1175963141813415,0.25675420610767946,,,,,,,,,,,,,,,,,,,
ROC___GRIO.L,,0.04492267432209799,0.061304929187859514,0.05396524110203819,0.06067381063091475,,,,,,,,,,,,,,,,,,
ROC___WTCM.ME,,0.044921343217845,0.06644097194116938,0.04538062283559464,0.056053123149053474,,,,,,,,,,,,,,,,,,
ROC___WEN.L,,0.035341333780359134,0.005664458433156481,0.012308093484142248,-0.023105957917127187,,,,,,,,,,,,,,,,,,
ROC___CVR,,0.03266218313337338,0.1566220838919204,0.15982551497803546,0.2408522763599417,,,,,,,,,,,,,,,,,,
ROC___FRU.TO,-0.03704021539748775,0.03067103784372715,0.053313076849588616,0.01193787415017968,,,,,,,,,,,,,,,,,,,
ROC___OSWALAGRO.NS,0.07456290117007791,0.016687988279198027,0.0057675644594563655,0.02783869656796704,,,,,,,,,,,,,,,,,,,
ROC___KICL.NS,0.04065787166087639,0.015801234874434314,0.010488453132828842,-1.1680715242364221,,,,,,,,,,,,,,,,,,,
ROC___SMARTLINK.NS,-0.11368768248257954,0.015021025538235902,-0.0010598739880907397,-0.03668354664137365,,,,,,,,,,,,,,,,,,,
ROC___IDH.L,0.052468343177732565,0.01444656893987678,0.0602191284290304,0.12411131423928501,,,,,,,,,,,,,,,,,,,
ROC___TYHT,-0.1146201024758527,0.003774917945863101,0.31789463037314125,0.2977518768016371,,,,,,,,,,,,,,,,,,,
ROC___SWKH,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
ROC___INDBANK.NS,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
ROC___IDFC.NS,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
ROC___HKIB,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
ROC___SILINV.NS,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
ROC___CORALFINAC.NS,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
ROC___PRU.TO,0.20182309322789915,-0.0160419203799328,-0.035425485147271236,-0.18676370264709768,,,,,,,,,,,,,,,,,,,
ROC___PRU.AX,0.20182309322789915,-0.0160419203799328,-0.035425485147271236,-0.18676370264709768,,,,,,,,,,,,,,,,,,,
ROC___GGE.AX,0.21807442060530116,-0.03626097967850668,-0.2434008509022591,-0.8722633199612332,,,,,,,,,,,,,,,,,,,
ROC___LIV.L,,-0.0429441027352628,0.16119402985074627,0.5046115812494057,0.6402199653522783,,,,,,,,,,,,,,,,,,
ROC___VGAS.L,,-0.07252963072917856,0.31191085195056073,0.003537828149214947,0.07229505130013095,,,,,,,,,,,,,,,,,,
ROC___ALTRI.PA,-0.1612680176586352,-0.13750709286930207,-0.251316648531012,-0.1134319537555174,,,,,,,,,,,,,,,,,,,
ROC___DWSN,-0.29289429890206503,-0.3022089940938474,-0.41272118603538976,-0.5202828637210832,,,,,,,,,,,,,,,,,,,
ROC___MODIRUBBER.NS,-0.4681837531221311,-0.5727125266063218,-0.5801880754638197,-0.5390411252994873,,,,,,,,,,,,,,,,,,,
ROC___STLY,-0.20865669253540284,-0.6244144392394599,-0.2840989399293286,,,,,,,,,,,,,,,,,,,,
ROC___TURN,-0.1775825702435246,-0.8910832619135585,-0.5824237666119106,,,,,,,,,,,,,,,,,,,,
ROC___MAJE.L,,-11.06760251200591,4.704855842185129,14.737223631750634,20.6989835809226,,,,,,,,,,,,,,,,,,
